"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable perCapita DCID","Variable perCapita observation date","Variable perCapita observation metadata importName","Variable perCapita observation metadata provenanceUrl","Variable perCapita observation metadata scalingFactor","Variable perCapita observation metadata unit","Variable perCapita observation metadata unitDisplayName","Variable perCapita observation value","Variable perCapita perCapitaValue","Variable perCapita properties name","Variable properties name"
"geoId/19025","","Calhoun County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",133.17,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",9653,0.013795711177872164,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19027","","Carroll County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",352.28,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",20101,0.017525496243967962,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19029","","Cass County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",271.19,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",12959,0.02092676904082105,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19031","","Cedar County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",198.77,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",18508,0.010739680138318565,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19033","","Cerro Gordo County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",754.73,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",42643,0.017698801679056353,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19035","","Cherokee County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",99.15,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",11281,0.008789114440209201,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19037","","Chickasaw County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",112.65,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",11965,0.00941496030087756,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19039","","Clarke County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",149.15,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",9489,0.015718200021077038,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19041","","Clay County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",158.82,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",16167,0.00982371497494897,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19043","","Clayton County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",159.85,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",17515,0.009126463031687125,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19045","","Clinton County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",508.21,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",46506,0.010927837268309464,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19047","","Crawford County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",290.49,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",17081,0.017006615537731983,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19049","","Dallas County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1328.63,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",89999,0.014762719585773177,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19051","","Davis County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",170.1,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",8967,0.018969555035128805,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19053","","Decatur County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",151.42,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",7901,0.019164662700923932,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19055","","Delaware County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",176.91,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",17115,0.010336546888694127,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19057","","Des Moines County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",792.35,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",39259,0.02018263328154054,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19059","","Dickinson County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",158.26,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",17159,0.00922314820210968,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19061","","Dubuque County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",800.41,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",96961,0.00825496849248667,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19063","","Emmet County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",104.82,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",9276,0.01130012936610608,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19065","","Fayette County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",192.48,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",19643,0.009798910553377792,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19067","","Floyd County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",185.46,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",15784,0.011749873289406994,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19069","","Franklin County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",177.71,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",10081,0.01762821148695566,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19071","","Fremont County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",149.56,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",6956,0.02150086256469235,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19073","","Greene County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",165.58,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",8971,0.018457251142570505,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19075","","Grundy County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",112.29,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",12268,0.00915308118682752,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19077","","Guthrie County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",191.49,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",10719,0.017864539602574867,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19079","","Hamilton County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",226.77,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",14887,0.015232753409014577,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19081","","Hancock County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",193.87,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",10726,0.01807477158306918,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19083","","Hardin County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",260.76,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",16965,0.015370468611847921,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19085","","Harrison County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",315.69,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",14086,0.022411614368876898,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19087","","Henry County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",395.81,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",20015,0.01977566824881339,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19089","","Howard County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",96.26,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",9185,0.01048013064779532,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19091","","Humboldt County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",123.02,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",9520,0.012922268907563025,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19093","","Ida County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",86.02,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",6829,0.012596280568165178,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19095","","Iowa County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",164.55,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",16150,0.010188854489164087,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19097","","Jackson County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",172.43,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",19375,0.008899612903225806,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19099","","Jasper County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",615.79,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",37121,0.016588723364133508,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19101","","Jefferson County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",327.49,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",18102,0.018091371119213346,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19103","","Johnson County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1947.02,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",151003,0.01289391601491361,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19105","","Jones County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",247.85,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",20627,0.012015804528045765,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19107","","Keokuk County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",184.47,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",10221,0.018048136190196653,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19109","","Kossuth County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",204.6,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",14834,0.013792638533099635,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19111","","Lee County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",704.08,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",33929,0.02075156945385953,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19113","","Linn County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",3546.06,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",226060,0.01568636645138459,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19115","","Louisa County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",166.3,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",11135,0.014934889986528964,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19117","","Lucas County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",169.83,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",8590,0.019770663562281725,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19119","","Lyon County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",98.48,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",11849,0.008311249894505867,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19121","","Madison County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",258.91,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",16140,0.016041511771995046,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19123","","Mahaska County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",421.73,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",22203,0.018994280052245193,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19125","","Marion County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",560.98,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",33251,0.0168710715467204,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19127","","Marshall County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",719.35,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",39879,0.018038315905614485,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19129","","Mills County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",318.99,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",15122,0.021094431953445313,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19131","","Mitchell County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",183.76,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",10536,0.01744115413819286,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19133","","Monona County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",93.05,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",8649,0.01075846918718927,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19135","","Monroe County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",153.37,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",7738,0.019820367019901784,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19137","","Montgomery County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",214.51,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",9976,0.02150260625501203,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19139","","Muscatine County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",439.48,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",42784,0.010272064323111445,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19141","","O'Brien County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",123.91,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",13806,0.008975083297117195,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19143","","Osceola County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",57.06,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",6020,0.009478405315614618,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19145","","Page County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",319.57,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",15227,0.020987062454849936,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19147","","Palo Alto County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",111.35,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",8910,0.012497194163860829,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19149","","Plymouth County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",218.42,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",25024,0.008728420716112531,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19151","","Pocahontas County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",91.62,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",6709,0.01365628260545536,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19153","","Polk County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",12816.18,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",486222,0.026358700346755186,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19155","","Pottawattamie County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",1975.11,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",93445,0.02113660441971213,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19157","","Poweshiek County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",331.05,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",18461,0.017932398028275825,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19159","","Ringgold County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",76.58,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",4921,0.015561877667140825,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19161","","Sac County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",144.59,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",9675,0.01494470284237726,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
"geoId/19163","","Scott County","RetailDrugDistribution_DrugDistribution_Oxycodone","2017-10","DEA_ARCOS","https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/","","Grams","g",2577.47,"Count_Person","2018","USCensusPEP_Annual_Population","https://www2.census.gov/programs-surveys/popest/tables","","","",173019,0.014897034429744709,"Total Population","Amount of Oxycodone Distributed Through Retail Drug Channels"
